1,0.00104056
2,0.0010736
3,0.00110966
4,0.00116145
5,0.00121072
6,0.00122477
7,0.00126854
8,0.00132933
9,0.00135258
10,0.00139593
11,0.00144608
12,0.00149977
13,0.00154284
14,0.00159953
15,0.00164254
16,0.00169832
17,0.00175351
18,0.0018146
19,0.00184367
20,0.00190685
21,0.00197122
22,0.00204044
23,0.00210846
24,0.00215032
25,0.00218644
26,0.00226169
27,0.00233706
28,0.0024127
29,0.00247366
30,0.00254435
31,0.00262121
32,0.00269936
33,0.00272592
34,0.00274156
35,0.0028024
36,0.00281596
37,0.00285563
38,0.00292387
39,0.00296072
40,0.00300176
41,0.00305631
42,0.00311791
43,0.00318341
44,0.00322977
45,0.00329191
46,0.00335153
47,0.00336577
48,0.00340128
49,0.00345316
50,0.00351895
51,0.00358649
52,0.00361159
53,0.00366022
54,0.00370296
55,0.0037684
56,0.00382103
57,0.00386778
58,0.00393361
59,0.00400075
60,0.00404732
61,0.00409681
62,0.00415083
63,0.00419895
64,0.00426058
65,0.00432919
66,0.00439528
67,0.00440058
68,0.00444625
69,0.00450112
70,0.00455178
71,0.00460766
72,0.00464182
73,0.0046826
74,0.00474186
75,0.00480251
76,0.00487183
77,0.0049415
78,0.00501146
79,0.00508188
80,0.00513834
81,0.0052089
82,0.00528026
83,0.00535165
84,0.00539671
85,0.0054699
86,0.00554397
87,0.00558482
88,0.00565915
89,0.0057344
90,0.00580988
91,0.00587478
92,0.00592153
93,0.00597779
94,0.00601637
95,0.00607782
96,0.00613496
97,0.00618144
98,0.00624986
99,0.00628348
100,0.00635639
101,0.00643255
102,0.00649097
103,0.00654428
104,0.00662052
105,0.00669794
106,0.0067199
107,0.0067424
108,0.0067682
109,0.00681285
110,0.0068684
111,0.00693348
112,0.00701121
113,0.00707732
114,0.00715507
115,0.00721415
116,0.00724683
117,0.00729581
118,0.00735278
119,0.00741421
120,0.00746063
121,0.00753585
122,0.00759742
123,0.00766976
124,0.00774768
125,0.00777965
126,0.00783491
127,0.0079134
128,0.00799214
129,0.00807103
130,0.00810724
131,0.0081698
132,0.00819533
133,0.0082581
134,0.00832472
135,0.00835794
136,0.00838326
137,0.00842541
138,0.00849495
139,0.00856538
140,0.00863828
141,0.008662
142,0.00870774
143,0.00872497
144,0.00875511
145,0.0087913
146,0.00883152
147,0.00888708
148,0.00893487
149,0.00898584
150,0.00904171
151,0.00910828
152,0.00917993
153,0.00925452
154,0.00930525
155,0.0093807
156,0.00944699
157,0.00952423
158,0.00960286
159,0.00962826
160,0.00967987
161,0.009759
162,0.00983901
163,0.00991958
164,0.0100005
165,0.0100184
166,0.0100379
167,0.0100767
168,0.0101227
169,0.0101724
170,0.0102312
171,0.010296
172,0.0103635
173,0.0104316
174,0.0104547
175,0.0104788
176,0.0105446
177,0.0105771
178,0.0106198
179,0.0106627
180,0.0107151
181,0.0107726
182,0.0108335
183,0.0108973
184,0.0109623
185,0.0110278
186,0.0110975
187,0.0111681
188,0.0112409
189,0.0112505
190,0.0113098
191,0.0113732
192,0.0114437
193,0.0115179
194,0.0115938
195,0.0116586
196,0.0117035
197,0.0117478
198,0.0117965
199,0.0118462
200,0.0118796
201,0.0118931
202,0.0119149
203,0.0119707
204,0.0120287
205,0.0120878
206,0.0121428
207,0.0121831
208,0.0122229
209,0.012275
210,0.0123036
211,0.0123385
212,0.0123838
213,0.0124056
214,0.0124607
215,0.0125185
216,0.0125795
217,0.0126406
218,0.0127025
219,0.0127673
220,0.0128181
221,0.0128548
222,0.0128901
223,0.0129311
224,0.0129743
225,0.0130254
226,0.0130901
227,0.0131609
228,0.0132257
229,0.0132869
230,0.0133079
231,0.0133808
232,0.0134359
233,0.0134837
234,0.0135576
235,0.0136318
236,0.0136629
237,0.0137066
238,0.0137809
239,0.013812
240,0.0138457
241,0.013918
242,0.0139929
243,0.0140289
244,0.0140816
245,0.014146
246,0.0142217
247,0.0142979
248,0.0143744
249,0.0144073
250,0.0144607
251,0.0145372
252,0.0146138
253,0.0146908
254,0.0147679
255,0.0148452
256,0.0148656
257,0.0149325
258,0.0149933
259,0.0150554
260,0.0151064
261,0.0151371
262,0.0152105
263,0.0152451
264,0.0152934
265,0.0153468
266,0.0154153
267,0.0154927
268,0.0155172
269,0.0155651
270,0.0156013
271,0.0156377
272,0.0156878
273,0.0157426
274,0.0158027
275,0.0158158
276,0.0158517
277,0.0158887
278,0.0159491
279,0.0160211
280,0.0160895
281,0.0161674
282,0.0162041
283,0.0162127
